Volume of Titrant (mL),pH Value
0.0,13.81954393554187
0.1507537688442211,13.811294129861974
0.3015075376884422,13.803010665508548
0.4522613065326633,13.794691819793812
0.6030150753768844,13.786335829308198
0.7537688442211055,13.777940887346398
0.9045226130653266,13.769505141199023
1.0552763819095476,13.761026689298928
1.2060301507537687,13.752503578210387
1.3567839195979898,13.743933799448245
1.507537688442211,13.735315286113158
1.658291457286432,13.726645909327718
1.809045226130653,13.717923474456947
1.9597989949748742,13.709145717095165
2.1105527638190953,13.700310298799515
2.2613065326633164,13.691414802548632
2.4120603015075375,13.682456727902856
2.5628140703517586,13.673433485840103
2.7135678391959797,13.664342393238956
2.8643216080402008,13.655180666977692
3.015075376884422,13.645945417614765
3.165829145728643,13.636633642612681
3.316582914572864,13.627242219063243
3.467336683417085,13.617767895867564
3.618090452261306,13.608207285319287
3.7688442211055273,13.598556854033642
3.9195979899497484,13.58881291315861
4.0703517587939695,13.578971607797115
4.221105527638191,13.569028905560952
4.371859296482412,13.558980584167735
4.522613065326633,13.54882221798152
4.673366834170854,13.538549163385538
4.824120603015075,13.528156542861593
4.974874371859296,13.517639227634753
5.125628140703517,13.506991818723614
5.276381909547738,13.49620862621546
5.427135678391959,13.485283646561228
5.57788944723618,13.474210537657232
5.7286432160804015,13.462982591447858
5.879396984924623,13.451592703745673
6.030150753768844,13.440033340921083
6.180904522613065,13.42829650306197
6.331658291457286,13.416373683142998
6.482412060301507,13.40425582167279
6.633165829145728,13.391933256202611
6.783919597989949,13.379395664980082
6.93467336683417,13.366632003912033
7.085427135678391,13.353630435858204
7.236180904522612,13.340378251106417
7.3869346733668335,13.326861777673813
7.537688442211055,13.313066279829366
7.688442211055276,13.298975842929671
7.839195979899497,13.28457324228941
7.989949748743718,13.269839793352789
8.140703517587939,13.254755179870125
8.29145728643216,13.23929725608548
8.442211055276381,13.223441818068775
8.592964824120603,13.207162338228244
8.743718592964823,13.190429655649426
8.894472361809044,13.17321161313417
9.045226130653266,13.155472629534723
9.195979899497488,13.137173193025312
9.346733668341708,13.118269257093626
9.497487437185928,13.098711515941178
9.64824120603015,13.078444529192582
9.798994974874372,13.057405656666704
9.949748743718592,13.035523751494127
10.100502512562812,13.01271754265359
10.251256281407034,12.98889361391342
10.402010050251256,12.963943851950036
10.552763819095476,12.937742187017012
10.703517587939697,12.91014037692597
10.854271356783919,12.880962476232165
11.00502512562814,12.849997465663439
11.15577889447236,12.816989254752453
