Volume of Titrant (mL),pH Value
0.0,14.0
0.25125628140703515,13.989087504234318
0.5025125628140703,13.978171562504327
0.7537688442211055,13.967248722312222
1.0050251256281406,13.95631551806219
1.2562814070351758,13.945368464433646
1.507537688442211,13.934404049660346
1.758793969849246,13.923418728682748
2.0100502512562812,13.912408916139775
2.2613065326633164,13.901370979164753
2.5125628140703515,13.890301229948436
2.7638190954773867,13.87919591802994
3.015075376884422,13.868051222273786
3.266331658291457,13.856863242488366
3.517587939698492,13.845627990637555
3.7688442211055273,13.83434138159329
4.0201005025125625,13.822999223372314
4.271356783919598,13.811597206794936
4.522613065326633,13.800130894497734
4.773869346733668,13.788595709225074
5.025125628140703,13.776986921316539
5.276381909547738,13.765299635298183
5.527638190954773,13.753528775475312
5.7788944723618085,13.741669070412474
6.030150753768844,13.729715036172843
6.281407035175879,13.717660958173482
6.532663316582914,13.705500871494976
6.783919597989949,13.693228539463187
7.035175879396984,13.68083743029684
7.2864321608040195,13.66832069158697
7.537688442211055,13.655671122341847
7.78894472361809,13.642881142293614
8.040201005025125,13.629942758118933
8.29145728643216,13.616847526174674
8.542713567839195,13.603586511289436
8.793969849246231,13.59015024108077
9.045226130653266,13.576528655184076
9.2964824120603,13.562711048679724
9.547738693467336,13.548686008886623
9.798994974874372,13.53444134454895
10.050251256281406,13.51996400627312
10.30150753768844,13.505239996867623
10.552763819095476,13.490254269990945
10.804020100502512,13.474990615212015
11.055276381909547,13.459431527220078
11.306532663316581,13.443558056469627
11.557788944723617,13.427349637988668
11.809045226130653,13.410783894386602
12.060301507537687,13.39383640823326
12.311557788944722,13.376480457893377
12.562814070351758,13.358686709524363
12.814070351758794,13.340422856189988
13.065326633165828,13.32165319278728
13.316582914572862,13.302338112562312
13.567839195979898,13.282433507172323
13.819095477386934,13.261890047215422
14.070351758793969,13.240652313439062
14.321608040201003,13.218657739801888
14.572864321608039,13.195835317251438
14.824120603015075,13.172103990093365
15.07537688442211,13.147370653069334
15.326633165829143,13.121527623534112
15.57788944723618,13.0944494144604
15.829145728643216,13.06598856252421
16.08040201005025,13.03597015844818
16.331658291457284,13.004184562825925
16.58291457286432,12.970377533393199
16.834170854271356,12.934236574812454
17.08542713567839,12.895371631739897
17.336683417085425,12.853287055840214
17.587939698492463,12.807339639511126
17.839195979899497,12.756673479378886
18.09045226130653,12.700114390984757
18.341708542713565,12.635989401923007
18.5929648241206,12.561796811310709
18.844221105527637,12.473548342099269
19.09547738693467,12.364292908113619
19.346733668341706,12.220181590248895
19.597989949748744,12.006563769502387
19.849246231155778,11.577848067402059
20.100502512562812,2.600972895686764
20.351758793969847,2.0596175052644288
20.60301507537688,1.8282301147269644
20.85427135678392,1.6796416242157948
21.105527638190953,1.5703306228491172
21.356783919597987,1.4840360710532832
21.608040201005025,1.4128803584649747
21.85929648241206,1.3524432773397932
22.110552763819094,1.2999947282323765
22.361809045226128,1.2537297166890253
22.613065326633162,1.2123925086219152
22.8643216080402,1.1750741754950316
23.115577889447234,1.141095598350452
23.36683417085427,1.1099359930143837
23.618090452261306,1.0811872287452235
23.86934673366834,1.054523518533088
24.120603015075375,1.029680663522386
24.37185929648241,1.0064414509589503
24.623115577889443,0.9846251384330462
24.87437185929648,0.9640797246223018
25.125628140703515,0.944676164905387
25.37688442211055,0.9263039726282963
25.628140703517587,0.9088678258509035
25.87939698492462,0.8922849157881375
26.130653266331656,0.8764828505264944
26.38190954773869,0.8613979800699554
26.633165829145725,0.8469740450130124
26.884422110552762,0.8331610765900932
27.135678391959797,0.8199144939960081
27.38693467336683,0.8071943579891526
27.63819095477387,0.7949647493932939
27.889447236180903,0.7831932482290928
28.140703517587937,0.7718504945359136
28.39195979899497,0.7609098159769514
28.643216080402006,0.7503469104008449
28.894472361809044,0.7401395739065454
29.145728643216078,0.7302674668025267
29.396984924623112,0.7207119112956368
29.64824120603015,0.7114557158840785
29.899497487437184,0.7024830223337883
30.15075376884422,0.6937791718407473
30.402010050251253,0.6853305875635006
30.653266331658287,0.6771246711807553
30.904522613065325,0.669149711511751
31.15577889447236,0.6613948035501014
31.407035175879393,0.6538497765190375
31.65829145728643,0.6465051297683574
31.909547738693465,0.6393519755095168
32.1608040201005,0.6323819875320079
32.41206030150754,0.625587355166865
32.66331658291457,0.6189607418661638
32.914572864321606,0.6124952478541921
33.16582914572864,0.6061843763794216
33.417085427135675,0.6000220031587217
33.66834170854271,0.5940023486583389
33.91959798994974,0.5881199529015027
34.17085427135678,0.582369652531359
34.42211055276382,0.576746559891328
34.67336683417085,0.571246043913743
34.92462311557789,0.5658637126324905
35.175879396984925,0.5605953971569225
35.427135678391956,0.5554371369630041
35.678391959798994,0.5503851663739682
35.929648241206024,0.545435902116957
36.18090452261306,0.5405859318545736
36.4321608040201,0.5358320036011718
36.68341708542713,0.5311710159432872
36.93467336683417,0.5266000089920587
37.1859296482412,0.5221161560029176
37.43718592964824,0.5177167556044081
37.688442211055275,0.5133992245838238
37.939698492462306,0.5091610911825059
38.19095477386934,0.5049999888582518
38.44221105527638,0.5009136504763589
38.69346733668341,0.49689990289448327
38.94472361809045,0.4929566619097365
39.19597989949749,0.4890819275393741
39.44723618090452,0.4852737796090191
39.698492462311556,0.4815303736247175
39.94974874371859,0.4778499369072269
40.201005025125625,0.47423076496882266
40.45226130653266,0.4706712181146247
40.70351758793969,0.46716971825197856
40.95477386934673,0.4637247458928154
41.20603015075376,0.4603348373351828
41.4572864321608,0.45699858201126176
41.70854271356784,0.4537146199902368
41.95979899497487,0.45048163962530996
42.211055276381906,0.44729837533500727
42.462311557788944,0.44416360550970835
42.713567839195974,0.4410761505350231
42.96482412060301,0.4380348709242998
43.21608040201005,0.4350386655531246
43.46733668341708,0.4320864699892187
43.71859296482412,0.42917725491162617
43.96984924623115,0.42631002461354156
44.22110552763819,0.4234838155835318
44.472361809045225,0.42069769516029426
44.723618090452256,0.417950760256433
44.97487437185929,0.415242136147062
45.226130653266324,0.4125709753193312
45.47738693467336,0.4099364563792488
45.7286432160804,0.40733778301241763
45.97989949748743,0.4047741829955368
46.23115577889447,0.40224490725572903
46.482412060301506,0.3997492289749544
46.73366834170854,0.3972864427369506
46.984924623115575,0.3948558637143036
47.23618090452261,0.39245682689341743
47.48743718592964,0.3900886863352847
47.73869346733668,0.38775081447010207
47.98994974874371,0.3854426014238942
48.24120603015075,0.3831634543754218
48.49246231155779,0.380912796941767
48.74371859296482,0.3786900685910733
48.994974874371856,0.3764947240810237
49.24623115577889,0.3743262329217186
49.497487437185924,0.37218407886169613
49.74874371859296,0.3700677593959164
